area,bedrooms,bathrooms,stories,parking,price
3993,4,1,1,1,1430807
1263,2,1,1,1,593598
3285,3,1,1,1,1233381
3353,3,2,1,0,1217309
1829,5,1,1,0,767445
2645,3,3,2,2,1066741
3345,2,1,2,1,1285603
1858,3,1,2,1,840727
3406,1,2,2,0,1242979
2982,3,1,1,2,1137401
946,4,3,2,0,596247
2517,1,1,1,1,915359
1831,5,3,1,1,988391
748,4,2,2,2,530412
665,2,1,2,0,333839
3531,2,2,1,1,1178237
1858,2,1,1,1,685478
1519,4,3,1,2,829145
1041,4,2,1,1,577486
1258,4,1,2,1,708986
3677,1,3,1,0,1361458
2628,1,2,2,2,969641
2680,2,1,1,2,983186
1296,3,2,1,2,676230
3447,2,1,1,0,1155379
637,5,3,2,2,568733
2731,1,3,1,1,963424
3972,4,2,2,2,1464321
1853,1,2,2,1,765889
3332,4,1,2,2,1274771
2375,5,3,1,2,1158069
3531,5,1,2,0,1405764
568,1,3,2,2,379260
3093,4,2,1,2,1278381
2600,5,1,1,0,1032826
1973,2,1,2,1,737879
704,2,3,2,2,506879
2673,4,3,1,2,1032116
542,1,3,2,1,358330
2406,5,2,2,0,1101325
2658,1,1,2,2,1012944
1260,2,3,1,0,663773
3754,5,2,2,1,1484685
3395,1,3,1,1,1232013
2642,3,1,1,0,952382
2494,4,3,1,1,1051025
3945,4,1,2,1,1536883
2435,3,2,1,2,988504
1399,2,2,2,0,627683
859,5,3,1,2,596043
3447,4,1,2,0,1325228
2219,3,1,2,2,953402
780,3,1,2,1,505151
3766,2,3,1,0,1279231
2387,2,1,2,0,936097
3766,1,1,2,0,1199894
1166,4,1,1,0,598479
592,1,1,1,1,211694
1171,3,3,2,1,637326
2469,5,3,1,1,1065520
560,5,1,1,2,475557
3181,2,1,1,1,1122295
3622,5,2,2,2,1507961
3974,5,2,1,2,1591845
1528,5,1,2,1,676535
1989,3,1,1,1,845615
1103,5,2,1,1,686213
1181,5,2,2,2,706289
3081,5,1,1,0,1180279
1928,1,3,1,1,750278
3385,3,3,1,2,1317029
3192,2,1,1,2,1156494
2780,1,1,2,1,959135
1023,4,2,2,2,510688
2893,3,2,2,1,1108134
3617,3,3,2,2,1335915
3093,4,1,2,0,1300661
2468,4,2,2,2,1073365
1601,4,3,2,1,862356
2253,2,3,1,0,917656
2336,5,3,2,1,1111316
3644,3,2,2,2,1352389
3341,5,2,2,0,1325108
2796,5,1,1,0,1037770
2594,4,1,2,2,1085309
1644,2,3,2,0,738219
2761,1,3,2,0,1005908
2786,2,2,1,0,1022971
1579,5,2,2,1,778379
2897,2,1,1,1,1019397
606,4,1,1,0,399307
3378,1,1,1,2,1176650
547,4,2,1,2,476149
836,1,3,2,1,413809
1549,5,1,1,2,786702
3351,1,1,1,0,1053323
1780,1,2,2,2,697591
2555,1,1,1,1,910634
1124,2,3,1,1,495585
2390,2,2,1,0,893942
1776,5,1,1,1,810303
2215,1,1,1,1,712920
3266,3,2,1,1,1318064
802,5,2,2,2,683288
1138,1,1,2,1,446496
555,1,3,2,2,362011
1225,2,2,2,1,481387
1025,5,3,1,1,602875
973,1,1,1,2,365498
527,1,3,1,2,346420
2625,5,1,2,0,1101763
3787,3,1,2,0,1372686
3957,5,1,1,2,1551030
864,5,1,1,1,588100
3213,3,3,2,0,1189829
1025,5,1,2,2,673701
3246,1,1,2,2,1155567
1835,5,3,2,1,924136
1382,3,2,1,2,582278
1530,4,3,2,0,848203
1526,5,3,2,1,857215
2146,2,3,1,2,745158
1418,1,1,1,2,658912
3297,1,1,1,1,1080161
2910,2,1,2,1,1179951
2274,2,2,2,1,916068
2031,5,1,2,0,919166
3845,2,2,2,0,1362679
3353,4,1,1,2,1250436
3286,3,3,1,2,1278865
2406,2,1,2,1,1007331
3586,2,2,2,2,1260868
1715,4,2,2,2,871168
2154,1,1,1,1,725212
984,1,3,2,0,466795
2575,5,1,1,0,1171330
1213,4,1,2,0,660223
1562,3,1,1,2,735883
2476,3,3,1,1,1021342
1796,4,2,2,0,973574
1754,3,3,1,2,768718
2633,1,2,1,1,855931
625,3,2,2,0,521800
3359,3,2,1,0,1218620
1036,4,3,2,1,676312
2692,4,1,1,2,1173417
3783,3,1,1,2,1386077
2572,2,1,1,0,1033140
2103,4,1,1,1,902709
3965,5,1,2,2,1504093
566,5,3,2,1,447125
732,1,3,2,1,429627
2656,3,3,1,0,944978
1669,2,3,1,1,741931
2658,1,3,2,1,1065376
2775,3,3,2,1,1126646
610,4,3,2,2,552505
1993,5,1,2,0,963683
2581,2,2,1,0,987776
1122,5,3,2,1,789624
3940,4,2,1,1,1476041
3295,3,3,2,2,1185943
3142,4,3,1,0,1311400
2972,4,1,2,2,1179659
3160,5,2,2,0,1254067
2041,2,1,1,2,809096
3239,4,1,1,1,1246027
1805,5,2,2,2,884026
3891,2,1,1,1,1268020
2261,3,3,2,0,981720
2475,3,3,1,0,960006
2862,1,3,2,1,1059319
1376,5,3,2,0,811472
2489,2,3,2,2,1055108
3948,4,1,2,1,1575355
1812,3,1,2,0,775460
1960,2,3,2,2,826731
3209,5,3,2,2,1455621
2824,1,1,2,0,1019604
2233,3,2,1,0,908319
2105,2,1,1,2,823324
2026,2,1,1,1,774145
3171,2,1,2,0,1129410
3063,5,1,2,0,1233806
3921,5,1,2,1,1462558
3390,5,2,1,1,1362443
2897,4,3,1,0,1266963
2130,2,3,1,1,823197
3370,3,2,1,2,1257436
1660,5,3,1,2,843404
1258,5,3,2,2,845266
3446,2,3,1,0,1285285
742,5,2,2,1,523684
3090,4,2,2,2,1156076
1563,4,3,2,1,857185
728,5,3,1,2,541436
3095,2,3,1,1,1194913
1419,2,1,2,2,593796
1746,2,1,1,2,738549
505,1,1,1,2,303705
3893,5,2,2,2,1521077
967,2,3,2,2,506150
2255,4,2,2,2,1035289
574,3,2,2,2,417570
503,3,2,2,2,486349
2370,2,3,1,2,909382
1145,3,1,2,1,596017
617,3,3,1,1,440589
3428,1,3,1,0,1188685
2129,4,2,2,2,933673
3051,4,2,2,1,1221369
2521,1,2,1,1,773212
1446,1,1,2,1,528153
3121,3,1,1,1,1121919
1964,5,1,2,1,920606
693,3,3,2,1,567559
1346,1,2,1,0,498913
3262,4,3,1,1,1374299
1915,3,1,2,0,751429
3597,5,2,2,0,1373693
1958,3,1,2,2,743189
2720,2,2,1,2,1056339
3871,3,2,2,2,1445601
2168,1,3,2,1,872776
2873,4,3,2,2,1228481
1933,4,1,2,1,864440
1641,1,3,1,1,681521
3383,2,3,1,2,1362524
2310,1,3,1,2,859303
1223,3,2,2,0,719616
724,1,3,2,0,439818
1031,1,1,2,1,462559
612,2,2,1,1,406326
2687,3,2,1,2,906318
1058,5,3,1,2,694316
2548,5,2,1,0,1060888
2637,4,1,2,2,1196719
1153,1,1,1,1,443830
819,4,2,1,2,554210
2073,2,3,2,0,849597
2328,5,3,1,1,1008073
2417,1,2,2,0,847088
638,2,1,2,0,402244
3392,2,2,2,1,1126009
2526,1,3,2,0,953367
2806,2,3,2,2,1056726
1401,1,2,1,2,645295
1189,1,1,1,0,476446
2539,3,2,2,2,965711
509,4,1,1,0,381892
760,2,1,2,2,450678
2442,2,2,1,0,897402
2173,3,2,1,2,919156
2719,3,1,1,1,1029738
3445,3,1,1,1,1291841
2560,5,1,1,2,1119978
1691,5,1,1,0,804889
2119,5,3,1,2,1026595
820,1,2,2,0,341858
1842,2,1,2,2,825969
2136,4,2,2,2,1118910
2876,1,1,1,1,961282
3332,2,2,1,0,1181984
3324,2,2,2,0,1247952
2494,3,1,2,0,1018673
3458,3,1,1,0,1246315
2443,1,2,2,0,834091
2538,3,2,2,1,1117307
3990,2,2,2,2,1461061
1618,3,3,2,0,776427
2104,5,1,1,0,895058
2865,3,3,2,2,1172397
735,2,3,2,1,374777
2469,1,1,2,1,912745
833,4,1,2,1,584136
2408,3,3,1,2,1023887
875,2,1,2,2,414487
1660,4,2,2,1,835594
3135,4,2,2,1,1294867
2070,5,3,2,2,993838
3060,4,3,2,1,1309699
1819,2,1,1,0,721925
3891,2,1,2,2,1353599
3465,3,3,2,1,1306617
2355,3,3,1,0,957556
1872,3,2,2,2,793066
1372,4,2,1,2,734613
1752,4,1,2,0,823524
2817,5,2,1,2,1263529
2351,3,1,1,1,935172
3345,1,1,2,2,1173065
1814,5,1,1,1,845799
1224,1,2,2,0,473494
3736,4,3,1,0,1409303
2552,5,3,1,2,1227003
3398,5,2,2,0,1401104
3950,2,3,1,0,1415369
577,4,1,2,2,382331
3981,4,3,1,1,1534940
3121,5,2,1,2,1229815
631,4,3,2,2,486381
1100,5,1,2,1,607682
2272,2,1,1,1,807958
1565,5,2,2,1,876169
2636,4,2,2,2,1132129
2949,4,2,1,1,1132542
2843,5,1,1,0,1123862
2363,5,3,2,1,1128815
1818,5,3,1,0,940290
1115,3,2,2,1,606181
3347,4,3,2,0,1276725
2969,4,3,2,0,1200073
2388,3,2,2,0,1085449
1546,5,2,2,0,753256
1074,2,1,2,0,510946
2690,5,1,1,1,1228041
1492,5,1,2,2,783925
3212,3,1,1,2,1285290
2692,4,3,2,2,1133215
1748,5,3,1,2,815655
3554,4,1,1,2,1317236
1002,1,1,1,0,362714
2497,4,2,2,1,980591
1320,2,3,1,0,585127
2651,2,3,1,1,1069849
3610,5,1,2,1,1388293
2470,4,3,1,1,1047199
697,5,2,1,1,622625
2169,3,2,2,2,893286
3126,2,3,1,1,1193746
2938,5,1,1,1,1111028
1702,3,3,2,2,772292
3101,5,2,1,0,1249628
1971,4,1,1,0,901755
3586,4,3,1,0,1340172
2146,4,1,1,0,847572
2192,4,1,2,1,956217
1812,1,2,2,2,745244
2535,3,1,2,2,958720
977,3,3,2,0,547005
1754,4,1,1,2,860533
1422,1,1,2,1,502599
919,4,3,2,0,622773
2704,1,2,1,1,930323
3097,4,2,1,1,1294229
1620,2,3,1,1,740020
3568,2,3,2,1,1359428
3544,5,2,1,1,1381320
3982,4,1,1,0,1485825
1450,3,3,1,1,749923
2836,5,1,2,0,1196774
1777,2,3,2,2,778969
2743,4,2,2,1,1146030
3145,5,1,2,1,1185864
2357,4,1,2,2,1095050
1016,2,3,2,0,504603
2158,5,1,2,1,965657
2365,2,3,1,2,883610
3412,1,2,1,2,1217244
1641,2,1,1,1,683760
3353,4,3,2,0,1321124
2432,3,1,2,0,832866
3730,2,3,1,1,1308422
1314,3,3,1,2,707201
2775,1,3,2,1,1040071
2400,5,2,2,0,1067689
2763,5,1,2,2,1157702
3495,3,2,2,1,1234568
2562,5,3,2,2,1226793
3728,2,3,2,0,1276393
3832,3,2,2,0,1389387
3728,4,2,2,0,1366655
2594,2,1,1,1,992884
2871,2,3,2,2,1150401
3391,2,2,2,1,1214439
629,4,3,2,1,568259
3982,1,3,1,1,1295013
594,5,1,1,1,489225
3174,3,1,2,2,1149456
3302,1,1,1,2,1171853
2455,3,2,1,1,1000214
3863,5,3,1,1,1566397
1293,4,2,2,0,660237
2334,2,2,2,0,937440
3854,2,1,2,2,1300350
2616,4,3,2,0,1066123
2183,1,3,2,2,856142
510,1,1,2,2,256263
3825,3,3,2,2,1492980
2365,4,1,1,0,935827
3419,1,2,2,0,1121667
3097,4,2,2,2,1198590
3705,5,1,2,2,1496369
1211,2,2,2,1,451096
2570,2,2,2,2,950448
1314,2,1,2,2,664345
845,4,2,2,1,551281
2849,4,3,2,2,1250522
862,3,2,1,2,539974
2943,2,1,1,2,1053356
2765,3,3,2,1,1041554
2688,2,3,2,0,970106
3505,3,2,1,2,1244364
3781,3,3,2,1,1453402
1484,5,1,2,2,828679
3540,3,3,1,1,1293059
2139,4,2,2,2,967761
1327,3,2,2,1,663505
3230,2,3,2,0,1202909
3551,3,1,1,0,1227200
855,1,1,1,0,438402
3555,2,2,2,2,1330393
1847,1,2,1,1,702754
3704,2,1,1,2,1265258
3435,4,3,1,2,1328821
2363,4,3,2,1,1073794
626,4,3,1,2,504111
3677,1,3,1,1,1284786
3556,5,1,1,1,1286834
1103,2,2,2,0,504410
3949,4,2,1,0,1459245
2428,2,3,1,0,986790
1513,1,1,2,1,542783
550,5,1,1,0,390708
3600,1,3,1,1,1277236
3867,2,3,1,2,1396897
3868,5,3,2,0,1454298
3326,5,2,2,1,1279192
1930,1,3,1,1,721656
2292,4,2,1,1,978412
3361,2,1,1,1,1242764
2136,3,1,1,0,786743
3976,3,2,1,0,1449738
3917,1,2,1,0,1207057
2145,2,2,2,1,876548
2967,2,2,1,2,1175429
1705,1,3,1,1,693585
3530,2,1,1,2,1205591
3372,4,3,2,0,1403226
3572,1,2,1,1,1234044
2354,4,3,2,1,1058879
1066,2,3,1,0,478913
2918,1,1,1,1,1008588
1435,2,3,1,2,636264
2434,1,1,1,2,875772
3208,2,2,1,2,1174826
3516,4,3,1,1,1434005
1832,4,2,2,1,835799
3708,2,1,1,2,1284932
701,1,2,1,1,395215
2860,3,2,1,2,1106198
616,4,1,2,0,453723
1436,4,2,1,2,720463
1074,3,2,2,0,564017
2791,2,2,1,0,1050847
1036,1,3,1,0,562595
2125,2,2,2,2,783574
2622,5,1,2,2,1073349
885,4,3,1,1,583426
3781,5,3,2,1,1531782
974,4,1,2,0,551317
917,4,2,1,2,557436
2894,5,3,1,1,1181582
3187,5,3,1,1,1300561
1438,2,3,2,1,717261
1454,5,2,1,2,800853
1375,2,3,1,1,671278
1262,2,1,2,0,488429
1702,2,2,2,2,812807
1705,4,1,1,1,748405
1163,4,1,2,1,657660
524,5,3,2,2,560945
2490,4,3,2,1,1064999
1703,5,3,1,1,907540
1209,4,1,1,0,642725
2379,1,2,1,2,1008100
1684,1,3,2,1,732163
2724,5,3,1,2,1238413
784,4,1,1,2,572444
562,4,2,2,0,495192
1502,2,1,2,0,618664
1161,3,3,1,2,654586
3213,5,1,2,0,1326640
2703,3,3,1,0,1140438
1992,3,2,1,1,767065
3620,5,1,1,0,1291487
1466,4,3,2,0,837218
1348,5,3,2,1,759526
1607,3,3,1,1,674203
3932,4,3,1,2,1432001
1188,1,1,1,0,546492
647,5,3,1,1,612980
841,5,1,2,0,532545
3023,4,3,1,2,1209212
1586,1,1,1,0,578543
2224,1,1,2,0,830169
1883,4,3,1,0,860199
3108,2,3,1,1,1118098
826,5,3,1,1,679552
2292,5,3,1,2,1076308
2259,3,2,1,0,898118
3712,4,3,2,2,1503206
1489,3,3,2,2,649883
2762,3,3,2,1,1147306
2982,1,1,2,0,1035145
1451,5,3,1,0,726354
1222,3,1,2,2,519531
3889,1,1,2,0,1258481
2579,4,1,2,1,1067848
3217,3,1,2,2,1229343
2832,5,2,2,2,1314802
3876,3,3,2,1,1466970
928,4,1,2,1,493458
2000,3,3,2,1,882451
785,5,1,1,1,485567
3715,1,2,2,1,1270544
3995,5,1,1,1,1583945
3590,1,3,2,2,1309962
2565,2,3,2,0,963460
1268,5,2,2,0,760017
3137,5,3,1,2,1292210
1894,4,3,1,0,740027
3746,3,1,2,0,1282125
3557,1,3,1,2,1280022
693,1,1,2,0,366516
3049,4,2,1,0,1280582
1487,4,3,1,2,803158
1636,3,1,1,0,758157
2661,3,3,2,1,1124804
3793,5,1,1,2,1514770
2201,2,2,1,0,895386
1446,3,1,2,0,678150
1330,4,3,1,1,777742
2420,3,1,2,2,941072
3835,1,3,2,2,1239169
3472,2,2,1,0,1254136
554,5,1,2,1,519938
1299,1,3,1,1,520936
1277,1,3,1,1,494977
1981,2,3,2,1,845833
2401,5,1,1,1,1071146
2709,4,1,1,1,1103695
3951,5,1,2,2,1484317
2634,3,2,2,0,1000430
554,1,3,1,0,359674
2323,3,3,2,1,995534
1701,4,2,2,2,893307
3962,3,2,2,2,1452436
3920,5,1,2,1,1547976
3579,3,1,1,0,1271717
1332,4,1,1,1,628459
812,4,1,2,2,590008
3306,4,1,1,1,1207171
2358,5,1,2,0,1031107
2507,4,2,2,0,1060974
2506,1,2,1,2,905785
2990,4,2,1,1,1241539
2290,3,3,1,1,990630
827,3,3,1,2,560771
3625,3,1,2,1,1325923
3308,5,2,2,2,1465216
3810,3,3,1,1,1491233
3800,5,3,2,0,1565971
3126,5,2,1,2,1335555
3622,4,3,1,1,1381487
3554,1,3,1,1,1238746
1787,4,2,2,1,882891
3989,4,3,2,2,1609279
2643,5,2,1,0,1167502
1611,5,3,1,1,887348
3649,3,2,1,2,1454731
1811,3,3,1,1,811520
3691,4,3,2,0,1487959
3361,2,2,2,0,1252872
3038,2,3,1,0,1143603
951,3,2,1,2,569325
2023,2,2,2,1,844917
664,3,3,1,2,453788
681,5,1,2,1,559343
3016,4,3,2,2,1302214
1409,1,1,1,1,553796
3282,4,1,2,2,1192495
1322,3,3,2,1,612291
1443,3,1,2,2,641988
2501,4,2,2,0,1044703
2554,3,2,1,2,987972
829,2,1,2,0,450995
1274,2,2,2,0,641799
2698,3,3,2,1,1171083
3656,3,2,1,0,1343640
646,2,1,1,0,398008
3952,3,3,1,1,1432472
1414,3,2,2,2,696617
2071,4,3,1,2,902950
1808,1,1,1,0,702744
3247,2,2,1,2,1282397
581,4,3,2,0,486870
1013,1,3,1,2,385391
2420,3,2,1,2,938229
3362,3,3,1,2,1266091
3256,4,3,2,0,1240489
2439,3,1,2,1,915184
1245,5,1,1,2,713730
3570,4,1,1,2,1383986
1909,1,1,1,2,599480
1206,4,1,2,0,605191
970,2,1,2,1,477883
3690,4,2,1,0,1333661
895,3,1,2,2,530309
2055,3,3,1,0,870608
2808,5,2,2,2,1199970
1304,5,3,1,2,737975
1433,5,1,2,0,763570
1779,1,1,1,2,625525
2257,5,3,2,2,1000449
1404,1,3,1,1,597304
3797,5,3,1,0,1437148
1576,1,2,1,0,520490
3487,4,1,1,2,1332576
2390,4,3,2,2,1068854
2023,3,1,1,0,763583
3401,1,3,2,0,1211747
1887,2,1,2,0,757296
1803,3,2,1,2,812891
1092,4,1,1,1,602776
3261,1,3,1,1,1073030
3729,5,1,1,2,1513361
3179,2,2,2,2,1211573
2606,4,2,2,2,1064260
627,3,1,2,0,407512
1235,1,3,2,2,589414
3268,2,2,1,0,1158433
3686,1,2,2,1,1360453
3780,5,1,1,2,1366737
3073,3,2,1,2,1108090
1020,1,2,2,0,341053
3099,4,3,2,0,1263693
736,3,3,2,0,528000
1804,4,3,2,1,904279
3930,1,1,2,1,1299543
3772,3,2,2,2,1431927
2281,4,1,1,2,949477
1801,5,2,1,0,907336
3806,5,2,1,1,1542164
3041,1,2,2,2,1045740
2551,3,3,1,0,1010918
3213,2,1,1,0,1107616
941,3,1,1,1,568571
2576,5,2,1,1,1077127
3680,4,1,1,2,1438883
3157,2,3,1,2,1113797
1304,1,1,2,0,573377
574,2,2,2,0,414794
3385,1,3,2,0,1187717
3717,2,3,1,2,1400933
2675,1,2,2,1,942452
2589,1,1,2,2,880559
1879,2,2,1,1,844023
540,2,1,2,2,334940
3481,1,1,1,2,1208150
2581,5,3,2,1,1224742
3588,2,2,1,2,1326716
2200,3,3,1,2,979963
3724,4,2,2,0,1451208
3545,1,2,1,1,1261372
1901,1,3,2,1,781186
1087,4,2,1,0,604117
2122,5,2,2,1,933152
841,4,1,2,0,538206
2574,2,2,1,1,1018616
3858,4,2,2,1,1417363
1145,1,3,2,1,527047
1230,4,3,2,1,735268
667,3,2,1,0,505718
1109,2,1,1,0,424771
2815,4,1,2,1,1169172
2272,1,3,2,2,873710
2540,2,2,1,0,908318
3368,1,2,1,1,1109499
954,5,1,2,0,573422
3453,3,1,1,2,1290855
2208,5,1,1,2,981011
3972,3,3,2,2,1537311
3469,4,2,1,1,1279607
3528,2,3,1,1,1318249
1201,4,2,1,2,691989
3181,3,3,2,0,1158910
2099,3,2,1,0,935011
629,3,1,2,2,455695
3567,1,1,1,1,1223371
2345,2,1,1,0,911306
1886,4,3,2,0,944218
3366,4,1,2,0,1273494
1192,5,2,2,1,758858
3863,3,3,2,2,1378397
1894,3,2,1,1,832888
1293,3,3,2,0,754524
528,4,2,2,2,453631
648,5,2,2,1,605172
1819,1,3,1,2,824349
2558,2,3,1,0,1011860
3223,1,1,2,1,1153170
1636,4,1,2,2,712326
686,3,2,2,1,424053
3354,2,2,2,0,1277686
3291,4,2,1,2,1345317
1750,4,3,2,0,879801
1833,4,3,1,2,876669
597,2,1,2,0,363331
554,2,2,2,0,453107
3170,5,1,1,1,1260904
3211,5,3,2,0,1378262
1257,1,3,2,1,605748
905,2,3,2,0,468207
2616,2,1,2,0,925365
3883,2,3,1,0,1451250
1812,5,2,2,2,952106
2285,4,1,2,1,936482
1250,3,3,1,2,649436
3719,5,1,2,1,1401420
2262,2,1,1,0,881925
3815,5,3,2,2,1541911
3505,1,3,2,1,1234577
864,2,1,2,0,471245
2526,1,1,1,1,788828
981,2,3,1,1,517454
2748,5,2,2,0,1173854
653,4,1,1,2,461619
2024,3,1,2,0,799723
2620,1,2,1,2,910497
3260,5,3,2,1,1387122
2843,4,3,1,1,1127395
1540,5,2,2,1,835059
2164,1,3,1,2,811554
1740,3,3,1,0,757679
560,5,1,1,2,507849
1438,2,1,1,1,571520
2139,4,1,2,1,990052
2589,5,2,2,0,1119696
524,4,3,1,2,549532
1562,2,3,2,1,675503
630,3,1,1,2,379794
1752,3,1,2,2,692447
607,2,2,1,0,337492
671,4,3,2,0,519669
1958,5,2,2,1,956251
601,2,3,1,0,425167
3413,1,2,1,2,1215139
3071,4,1,1,0,1228082
2822,3,2,1,2,1062234
2136,2,2,1,1,837341
3615,3,1,2,2,1284491
3364,4,3,1,0,1339911
3504,3,3,2,0,1421412
1540,2,1,1,1,567178
829,4,2,2,0,583077
2020,1,2,2,1,823432
511,2,2,1,1,303663
1841,5,3,1,0,934116
715,2,2,2,2,426503
838,4,3,2,1,590341
2299,2,2,1,2,880047
3208,1,1,2,0,1071156
3652,1,1,2,2,1303376
2250,5,3,2,2,1081042
2008,3,3,2,2,882316
2921,4,1,2,2,1179749
3523,4,1,2,0,1220793
1209,3,2,1,0,551855
1723,1,1,1,2,709329
3013,1,3,1,0,1056632
1612,2,1,1,0,609698
1791,5,3,2,1,940948
988,5,3,1,0,693230
2061,5,2,2,2,1064737
546,2,2,2,0,341248
3859,5,2,1,0,1466299
1277,3,2,1,0,601941
1539,2,1,2,0,683158
1210,3,2,1,1,610852
900,2,1,1,2,558293
2317,5,2,2,2,1067049
3528,3,2,2,0,1396574
3657,3,3,2,0,1332448
749,3,1,2,1,390207
890,2,3,2,0,491928
834,4,2,2,1,622169
1128,5,1,1,2,644551
636,3,2,1,2,419973
3430,4,3,1,1,1405250
3235,5,1,2,2,1355754
2021,5,3,2,0,946679
1326,3,2,1,0,585255
1226,3,2,1,1,654264
2000,2,2,1,2,728406
3141,4,1,2,2,1296276
3794,4,3,1,1,1497791
1489,3,3,1,1,607654
2919,5,2,1,2,1236478
1434,3,3,2,1,626256
3542,5,1,1,0,1302345
901,5,2,1,2,605151
1966,3,2,2,1,791410
1114,1,2,2,1,610108
1796,4,1,2,1,867002
1682,5,2,2,2,952971
3723,5,2,2,0,1459885
3542,1,2,1,0,1194123
3167,2,2,1,2,1239136
2735,1,3,2,1,1037186
1621,1,2,2,2,696912
630,5,1,2,2,493441
3352,4,2,2,1,1274809
1694,1,2,1,2,681251
3483,2,3,1,0,1273548
3533,3,2,2,2,1290045
682,1,3,2,1,417522
3530,1,1,2,2,1147916
863,2,3,2,0,489591
538,4,2,1,2,399525
3044,1,1,2,2,1129599
1872,1,2,2,2,726038
3529,4,3,1,2,1364021
1420,2,1,2,1,553713
3968,1,1,1,0,1228300
3269,4,3,2,0,1332520
3732,1,3,2,0,1349790
515,3,1,1,2,429686
992,5,1,2,0,687429
1949,3,3,1,1,947109
1631,1,2,1,2,697196
3441,2,1,1,2,1187155
810,5,3,2,0,631474
1238,3,2,2,2,538551
3741,4,1,1,2,1434179
1045,2,1,2,0,490963
2961,3,3,2,1,1263061
750,4,2,2,1,502832
1258,1,1,1,0,503175
2304,4,2,1,1,936032
3712,3,2,2,1,1373098
1797,3,1,1,1,672336
3987,1,2,2,2,1443902
2131,4,1,2,2,991932
2414,4,2,2,2,1030565
3610,1,1,1,1,1211091
1313,4,3,1,2,735824
528,1,1,2,1,262780
1457,2,1,1,0,593259
2532,3,1,2,1,972461
976,2,2,1,2,551816
817,5,3,1,1,609559
744,5,2,1,2,702726
1247,5,2,2,2,750207
1196,1,1,2,0,484438
771,4,2,2,0,557707
2271,2,1,1,2,903152
1762,2,3,2,1,777498
2924,2,2,2,0,1102518
765,2,2,2,0,438640
3473,5,2,2,2,1382970
1420,2,1,1,1,538592
3930,4,1,1,0,1463962
839,5,2,2,0,677561
888,2,2,1,1,379852
3124,1,3,1,0,1025471
2550,3,3,1,1,967788
1665,3,3,1,2,828257
875,3,3,1,0,565430
2533,5,3,2,2,1121083
2871,2,1,1,1,1136589
645,5,3,2,2,584251
2481,4,3,2,2,1176082
792,1,2,2,2,458027
931,1,1,1,1,346394
1204,3,3,1,1,615298
3496,3,3,1,1,1280179
2498,3,3,1,1,957184
3132,2,2,2,1,1141938
898,4,2,2,0,509469
3364,4,2,2,0,1300452
3915,4,3,1,0,1581147
1463,4,2,2,2,803734
3711,3,3,2,2,1395443
2734,1,1,2,1,923263
2541,3,3,1,1,1017243
2328,4,2,2,0,1101956
2608,3,1,2,1,962982
1438,4,3,1,2,771311
3951,5,1,2,1,1543568
1209,1,1,1,0,523474
1306,5,1,2,1,710166
1963,2,3,1,2,780766
3890,3,2,1,0,1411475
1825,2,3,1,1,838233
3915,3,2,2,2,1440855
510,5,3,2,0,491029
1585,4,3,1,0,791010
2368,4,3,1,2,969220
2773,3,2,1,1,1065967
3724,4,3,1,1,1501101
3111,5,1,1,1,1292042
1271,4,3,1,0,684106
2094,5,1,1,0,1011166
2107,2,2,1,1,922593
1833,5,2,1,0,913104
1384,1,3,1,0,501811
3814,1,3,1,2,1240204
1889,1,3,1,1,810874
3901,3,1,2,1,1417536
3678,3,2,1,1,1430177
725,3,1,2,0,370565
1324,5,1,2,0,709140
2765,3,3,2,0,1160959
1436,2,3,1,1,619310
3300,1,1,2,0,1160739
3053,5,1,1,1,1224761
2806,1,3,2,0,1023203
2411,3,3,1,1,939118
2296,5,1,1,2,1031369
553,4,3,2,0,605539
3618,2,3,2,1,1349801
1226,3,1,1,2,558213
3236,3,1,2,2,1290577
2044,2,2,1,0,755121
3670,2,1,1,1,1352055
1543,4,3,1,0,709152
2413,3,1,2,2,987535
2276,3,1,1,0,959115
2096,1,1,1,1,700459
2414,5,2,1,2,1088358
2966,5,2,1,0,1277664
3237,1,3,2,0,1038323
1349,5,2,2,0,801044
2609,2,1,2,0,948303
3716,5,2,2,0,1536897
2763,5,1,1,2,1117525
502,1,2,1,2,241261
659,4,2,1,1,465548
1280,5,2,1,0,685804
3691,5,1,1,1,1411975
1392,4,2,1,2,704171
2530,1,1,2,0,778605
3660,4,1,1,1,1358252
2876,1,3,1,0,1034389
1079,2,2,1,0,494037
2433,1,3,2,1,939241
1880,2,3,1,2,808247
1790,2,1,1,1,632900
2140,1,2,1,1,771957
1451,3,1,2,1,675994
3894,1,1,1,0,1256341
3182,5,2,1,2,1239960
1487,5,1,2,2,857255
1718,3,2,1,0,696792
1420,2,2,2,2,593890
3285,3,1,1,1,1202540
1855,5,1,2,2,890712
669,3,3,1,0,490772
1020,1,1,1,2,479632
1986,3,2,2,0,881828
539,2,3,1,1,386610
2060,1,2,1,0,775664
3832,4,3,2,2,1431599
1918,5,1,1,1,945118
1454,5,1,2,2,765958
3797,3,1,1,0,1437596
1483,1,2,2,1,666139
3695,4,3,1,0,1408635
1474,1,2,1,2,603270
537,5,3,2,0,600303
2875,1,1,1,2,879494
1774,4,2,2,2,854188
1699,3,1,2,1,829771
2125,2,2,2,1,894742
1413,1,1,1,0,482014
953,2,2,1,2,511623
536,5,2,1,2,471965
